Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
39,433.500 FM,433.5,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
40,433.5125 FM,433.5125,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
41,433.525 FM,433.525,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
42,433.5375 FM,433.5375,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
43,433.550 FM,433.55,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
44,433.5625 FM,433.5625,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
45,433.575 FM,433.575,off,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
46,RV46 Ljubljana,145.575,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
47,RV46 Lisca,145.575,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
48,RV47 Malic,145.5875,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
49,RV49 Mohor,145.6125,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
50,RV49 Stucin,145.6125,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
51,RV50 Nanos,145.625,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
52,RV51 Kobla,145.6375,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
53,RV51 Slemene,145.6375,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
54,RV52 Trdinov Vrh,145.65,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
55,RV52 Kup,145.65,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
56,RV54 Korada,145.675,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
57,RV54 Urslja G.,145.675,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
58,RV54 Kranjska G.,145.675,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
59,RV55 Zagarski,145.6875,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
60,RV56 Mrzlica,145.7,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
61,RV57 Pecna Reber,145.7125,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
62,RV58 Vojsko,145.725,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
63,RV58 Pohorje,145.725,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
64,RV58 Jesenice,145.725,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
65,RV59 Ormoz,145.7375,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
66,RV60 Grmada,145.75,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
67,RV60 Karlovica,145.75,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
68,RV61 Malija,145.7625,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
69,RV62 Krim,145.775,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
70,RV63 Kanin,145.7875,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
71,RV63 Mozirje,145.7875,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
72,RV63 Cretez,145.7875,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
73,CELJE UHF,438.95,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
74,BOC UHF,438.825,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
75,MIRNA GORA UHF,438.6,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
76,Slemene UHF,438.625,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
77,KRVAVEC UHF,438.675,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
78,GRMADA UHF,438.7,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
79,BREZICE UHF,438.725,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
80,RADENCI UHF,438.725,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
81,Trstelj UHF,438.75,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
82,Krim UHF,438.775,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
83,Beli Kriz UHF,438.8,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
84,PECNA REBER UHF,438.825,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
85,JANCE UHF,438.875,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
86,Korada UHF,438.875,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
87,SV.ROK UHF,438.9,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
88,Krvavec KOCA UHF,438.925,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
89,LAZE UHF,439,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
90,Lisca UHF,439.075,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
91,Kum UHF,439.125,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
92,MALA KOPA UHF,439.15,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
93,PLANINA UHF,439.175,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
94,CRETEZ UHF,439.2,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
95,Pohorje HB UHF,439.2,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
96,Pohorje RS UHF,439.225,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
97,VOJSKO UHF,439.225,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
98,Mrzlica UHF,439.275,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
99,MALIC UHF,439.3,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
100,ROGASKA UHF,439.325,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
101,STRUSKA UHF,439.325,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
102,Urslja G. U,439.375,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
103,KALOBJE UHF,438.425,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
104,V. Planina UHF,438.925,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
105,Kobla UHF,439.025,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
106,Nanos UHF,438.7,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
107,Ermanovec FM,438.725,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
108,KOKOS FM,438.5,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
109,GoraDornberk,438.6,,7.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
110,PMR01,446.00625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
111,PMR02,446.01875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
112,PMR03,446.03125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
113,PMR04,446.04375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
114,PMR05,446.05625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
115,PMR06,446.06875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
116,PMR07,446.08125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
117,PMR08,446.09375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
118,PMR09,446.10625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
119,PMR10,446.11875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
120,PMR11,446.13125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
121,PMR12,446.14375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
122,PMR13,446.15625,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
123,PMR14,446.16875,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
124,PMR15,446.18125,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
125,PMR16,446.19375,,0,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,1.0W,,,,,
